id,name,description
USER_HEADER_SEARCH_PATHS,User Header Search Paths,"This is a list of paths to folders to be searched by the compiler for included or imported user header files (those headers listed in quotes) when compiling C, Objective-C, C++, or Objective-C++. Paths are delimited by whitespace, so any paths with spaces in them need to be properly quoted. See [Always Search User Paths (Deprecated) (ALWAYS\_SEARCH\_USER\_PATHS)](itcaec37c2a6.html#devc34d7d3e9) for more details on how this setting is used. If the compiler doesn't support the concept of user headers, then the search paths are prepended to the any existing header search paths defined in [Header Search Paths (HEADER\_SEARCH\_PATHS)](itcaec37c2a6.html#dev3c9f85d97)."
REZ_SEARCH_PATHS,Rez Search Paths,"This is a list of paths to search for files with resource manager resources. Paths are delimited by whitespace, so any paths with spaces in them need to be properly quoted."
ALWAYS_SEARCH_USER_PATHS,Always Search User Paths (Deprecated),"This setting is deprecated as of Xcode 8.3 and may not be supported in future versions. It is recommended that you disable the setting.

If enabled, both `#include <header.h>`-style and `#include ""header.h""`-style directives search the paths in [User Header Search Paths (USER\_HEADER\_SEARCH\_PATHS)](itcaec37c2a6.html#deved642222b) before [Header Search Paths (HEADER\_SEARCH\_PATHS)](itcaec37c2a6.html#dev3c9f85d97). As a consequence, user headers, such as your own `String.h` header, have precedence over system headers when using `#include <header.h>`. This is done using the `-iquote` flag for the paths provided in [User Header Search Paths (USER\_HEADER\_SEARCH\_PATHS)](itcaec37c2a6.html#deved642222b). If disabled and your compiler fully supports separate user paths, user headers are only accessible with `#include ""header.h""`-style preprocessor directives.

For backwards compatibility reasons, this setting is enabled by default. Disabling it is strongly recommended."
ENABLE_DEFAULT_HEADER_SEARCH_PATHS,,
INCLUDED_RECURSIVE_SEARCH_PATH_SUBDIRECTORIES,Sub-Directories to Include in Recursive Searches,"This is a list of `fnmatch()`-style patterns of file or directory names to include when performing a recursive search. By default, this is empty and is only customized when you want to provide exceptions to the list of filename patterns provided in [Sub-Directories to Exclude in Recursive Searches (EXCLUDED\_RECURSIVE\_SEARCH\_PATH\_SUBDIRECTORIES)](itcaec37c2a6.html#dev454fb3164)."
EXCLUDED_RECURSIVE_SEARCH_PATH_SUBDIRECTORIES,Sub-Directories to Exclude in Recursive Searches,"This is a list of `fnmatch()`-style patterns of file or directory names to exclude when performing a recursive search. By default, this is set to `*.nib *.lproj *.framework *.gch *.xcode (*) .DS_Store CVS .svn .git .hg`. Normally, if you override this value you should include the default values via the `$(inherited)` macro."
VERSIONING_SYSTEM,Versioning System,"Selects the process used for version-stamping generated files.

- _None:_ Use no versioning system.

- _Apple Generic:_ Use the current project version setting. `apple-generic`"
MARKETING_VERSION,Marketing Version,This setting defines the user-visible version of the project. The value corresponds to the `CFBundleShortVersionString` key in your app's Info.plist.
CURRENT_PROJECT_VERSION,Current Project Version,"This setting defines the current version of the project. The value must be a integer or floating point number, such as `57` or `365.8`."
VERSION_INFO_PREFIX,Versioning Name Prefix,Used as a prefix for the name of the version info symbol in the generated versioning source file. If you prefix your exported symbols you will probably want to set this to the same prefix.
VERSION_INFO_SUFFIX,Versioning Name Suffix,Used as a suffix for the name of the version info symbol in the generated versioning source file. This is rarely used.
VERSION_INFO_BUILDER,Versioning Username,This defines a reference to the user performing a build to be included in the generated Apple Generic Versioning stub. Defaults to the value of the `USER` environment variable.
VERSION_INFO_EXPORT_DECL,Generated Versioning Variables,"This defines a prefix string for the version info symbol declaration in the generated Apple Generic Versioning stub. This can be used, for example, to add an optional `export` keyword to the version symbol declaration. This should rarely be changed."
VERSION_INFO_FILE,Generated Versioning Source Filename,"Used to specify a name for the source file that will be generated by Apple Generic Versioning and compiled into your product. By default, this is set to `$(PRODUCT_NAME)_vers.c`."
DEBUG_INFORMATION_FORMAT,Debug Information Format,"The type of debug information to produce.

- _DWARF:_ Object files and linked products will use DWARF as the debug information format. `dwarf`

- _DWARF with dSYM File:_ Object files and linked products will use DWARF as the debug information format, and Xcode will also produce a dSYM file containing the debug information from the individual object files (except that a dSYM file is not needed and will not be created for static library or object file products). `dwarf-with-dsym`"
DWARF_DSYM_FILE_NAME,,
DWARF_DSYM_FOLDER_PATH,,
DWARF_DSYM_FILE_SHOULD_ACCOMPANY_PRODUCT,,
COLOR_DIAGNOSTICS,,
SCAN_ALL_SOURCE_FILES_FOR_INCLUDES,Scan All Source Files for Includes,"Activating this setting will cause all source files to be scanned for includes (for example, of header files) when computing the dependency graph, in which case if an included file is changed then the including file will be rebuilt next time a target containing it is built. Normally only certain types of files, such as C-language source files, are scanned.

This setting is useful if your project contains files of unusual types, which are compiled using a custom build rule."
ENABLE_BITCODE,Enable Bitcode,"Activating this setting indicates that the target or project should generate bitcode during compilation for platforms and architectures that support it. For Archive builds, bitcode will be generated in the linked binary for submission to the App Store. For other builds, the compiler and linker will check whether the code complies with the requirements for bitcode generation, but will not generate actual bitcode."
HIDE_BITCODE_SYMBOLS,,
BITCODE_GENERATION_MODE,,
STRIP_BITCODE_FROM_COPIED_FILES,,
PRECOMPS_INCLUDE_HEADERS_FROM_BUILT_PRODUCTS_DIR,Precompiled Header Uses Files From Build Directory,"This setting allows for better control of sharing precompiled prefix header files between projects. By default, Xcode assumes that the prefix header file may include header files from the build directory if the build directory is outside of the project directory. Xcode cannot determine this ahead of time since other projects may not have been built into the shared build directory at the time the information is needed.

If your prefix file never includes files from the build directory you may set this to `NO` to improve sharing of precompiled headers. If the prefix does use files from a build directory that is inside your project directory, you may set this to `YES` to avoid unintended sharing that may result in build failures."
EXCLUDED_INSTALLSRC_SUBDIRECTORY_PATTERNS,,
SEPARATE_SYMBOL_EDIT,Separately Edit Symbols,"Activating this setting when the linked product's symbols are to be edited will cause editing to occur via a separate invocation of `nmedit(1)`. Otherwise editing will occur during linking, if possible."
DYLIB_CURRENT_VERSION,Current Library Version,"This setting defines the current version of any framework built by the project. As with [Current Project Version (CURRENT\_PROJECT\_VERSION)](itcaec37c2a6.html#devd516a860b), the value must be an integer or floating point number, such as `57` or `365.8`. By default, it is set to `$(CURRENT_PROJECT_VERSION)`. See [Dynamic Library Design Guidelines](https://developer.apple.com/library/content/documentation/DeveloperTools/Conceptual/DynamicLibraries/100-Articles/DynamicLibraryDesignGuidelines.html#//apple_ref/doc/uid/TP40002013-SW19) in [Dynamic Library Programming Topics](https://developer.apple.com/library/content/documentation/DeveloperTools/Conceptual/DynamicLibraries/000-Introduction/Introduction.html) for details on assigning version numbers of dynamic libraries."
DYLIB_COMPATIBILITY_VERSION,Compatibility Version,"Determines the compatibility version of the resulting library, bundle, or framework binary. See [Dynamic Library Design Guidelines](https://developer.apple.com/library/content/documentation/DeveloperTools/Conceptual/DynamicLibraries/100-Articles/DynamicLibraryDesignGuidelines.html#//apple_ref/doc/uid/TP40002013-SW19) in [Dynamic Library Programming Topics](https://developer.apple.com/library/content/documentation/DeveloperTools/Conceptual/DynamicLibraries/000-Introduction/Introduction.html) for details on assigning version numbers of dynamic libraries."
DYLIB_INSTALL_NAME_BASE,Dynamic Library Install Name Base,Sets the base value for the internal `install path` (`LC_ID_DYLIB`) in a dynamic library. This will be combined with the [EXECUTABLE\_PATH](itcaec37c2a6.html#dev5a0a1bb80) to form the full install path. Setting [Dynamic Library Install Name (LD\_DYLIB\_INSTALL\_NAME)](itcaec37c2a6.html#devbb966571b) directly will override this setting. This setting defaults to the target's [Installation Directory (INSTALL\_PATH)](itcaec37c2a6.html#devabd541cd5). It is ignored when building any product other than a dynamic library.
SECTORDER_FLAGS,Symbol Ordering Flags,"These flags are typically used to specify options for ordering symbols within segments, for example the `-sectorder` option to `ld`.

Generally you should not specify symbol ordering options in Debug or Development configurations, as this will make the linked binary less readable to the debugger. Use them only in Release or Deployment configurations."
WARNING_LDFLAGS,Warning Linker Flags,"These flags are passed with linker invocations, and by default give the `-no_arch_warnings` flag to the linker to avoid many warnings being generated during multi-architecture builds."
OTHER_LDFLAGS,Other Linker Flags,Options defined in this setting are passed to invocations of the linker.
OTHER_LIBTOOLFLAGS,Other Librarian Flags,"Options defined in this setting are passed to all invocations of the archive librarian, which is used to generate static libraries."
GENERATE_MASTER_OBJECT_FILE,Perform Single-Object Prelink,"Activating this setting will cause the object files built by a target to be prelinked using `ld -r` into a single object file, and that object file will then be linked into the final product. This is useful to force the linker to resolve symbols and link the object files into a single module before building a static library. Also, a separate set of link flags can be applied to the prelink allowing additional control over, for instance, exported symbols."
PRELINK_LIBS,Prelink libraries,Additional libraries to pass when performing a single-object prelink.
PRELINK_FLAGS,Single-Object Prelink Flags,Additional flags to pass when performing a single-object prelink.
PRODUCT_BUNDLE_IDENTIFIER,Product Bundle Identifier,"A string that uniquely identifies the bundle. The string should be in reverse DNS format using only alphanumeric characters (`A-Z`, `a-z`, `0-9`), the dot (`.`), and the hyphen (`-`). This value is used as the `CFBundleIdentifier` in the `Info.plist` of the built bundle."
PRODUCT_NAME,Product Name,This is the basename of the product generated by the target.
EXECUTABLE_PREFIX,Executable Prefix,"The prefix used for the executable product generated by the target, which has a default value based on the product type."
EXECUTABLE_EXTENSION,Executable Extension,"This is the extension used for the executable product generated by the target, which has a default value based on the product type."
WRAPPER_EXTENSION,Wrapper Extension,"The extension used for product wrappers, which has a default value based on the product type."
CURRENT_VERSION,,
VERSIONS_FOLDER_PATH,,
PRIVATE_HEADERS_FOLDER_PATH,Private Headers Folder Path,"The location to copy the private headers to during building, relative to the built products folder."
PUBLIC_HEADERS_FOLDER_PATH,Public Headers Folder Path,"The location to copy the public headers to during building, relative to the built products folder."
GENERATE_PKGINFO_FILE,Force Package Info Generation,Forces the `PkgInfo` file to be written to wrapped products even if this file is not expected.
DONT_GENERATE_INFOPLIST_FILE,Don't Force Info.plist Generation,"If enabled, don't automatically generate an Info.plist file for wrapped products when the [Info.plist File (INFOPLIST\_FILE)](itcaec37c2a6.html#dev131d2e1c2) build setting is empty."
INFOPLIST_FILE,Info.plist File,"The project-relative path to the property list file that contains the `Info.plist` information used by bundles. For details on information property list files, see [Information Property List Files](https://developer.apple.com/library/content/documentation/MacOSX/Conceptual/BPRuntimeConfig/Articles/ConfigFiles.html#//apple_ref/doc/uid/20002091-CJBJIEDH) in [Runtime Configuration Guidelines](https://developer.apple.com/library/content/documentation/MacOSX/Conceptual/BPRuntimeConfig/000-Introduction/introduction.html)."
INFOPLIST_PREPROCESS,Preprocess Info.plist File,Preprocess the `Info.plist` file using the C Preprocessor.
INFOPLIST_EXPAND_BUILD_SETTINGS,Expand Build Settings in Info.plist File,Expand build settings in the `Info.plist` file.
INFOPLIST_OUTPUT_FORMAT,Info.plist Output Encoding,"Specifies the output encoding for the output `Info.plist`. The output encodings can be `binary` or `XML`. By default, the output encoding will be unchanged from the input."
CREATE_INFOPLIST_SECTION_IN_BINARY,Create Info.plist Section in Binary,Enabling this setting will create a section in the product's linked binary containing the processed `Info.plist` file for the target. This setting only applies to command-line tool targets.
APPLY_RULES_IN_COPY_FILES,Convert Copied Files,"Enabling this setting will cause files in the target's Copy Files build phases to be processed by build rules. For example, property list files (`.plist`) and strings files will be converted as specified by [Property List Output Encoding (PLIST\_FILE\_OUTPUT\_FORMAT)](itcaec37c2a6.html#dev70f6976ed) and [Strings File Output Encoding (STRINGS\_FILE\_OUTPUT\_ENCODING)](itcaec37c2a6.html#dev8d71dff90), respectively."
REMOVE_HEADERS_FROM_EMBEDDED_BUNDLES,,
INFOPLIST_PREFIX_HEADER,Info.plist Preprocessor Prefix File,Implicitly include the given file when preprocessing the `Info.plist` file. The path given should either be a project relative path or an absolute path.
INFOPLIST_OTHER_PREPROCESSOR_FLAGS,Info.plist Other Preprocessor Flags,Other flags to pass to the C preprocessor when preprocessing the `Info.plist` file.
INFOPLIST_PREPROCESSOR_DEFINITIONS,Info.plist Preprocessor Definitions,Space-separated list of preprocessor macros of the form `foo` or `foo=bar`. These macros are used when preprocessing the `Info.plist` file.
DEPLOYMENT_LOCATION,Deployment Location,"If enabled, built products are placed in their installed locations in addition to the built products folder."
DEPLOYMENT_POSTPROCESSING,Deployment Postprocessing,"If enabled, indicates that binaries should be stripped and file mode, owner, and group information should be set to standard values."
INSTALL_PATH,Installation Directory,The directory in which to install the build products. This path is prepended by the [Installation Build Products Location (DSTROOT)](itcaec37c2a6.html#dev438d356c2).
SYSTEM_KEXT_INSTALL_PATH,,
SYSTEM_DEXT_INSTALL_PATH,,
LIBRARY_KEXT_INSTALL_PATH,,
LIBRARY_DEXT_INSTALL_PATH,,
DEFAULT_KEXT_INSTALL_PATH,,
DEFAULT_DEXT_INSTALL_PATH,,
SKIP_INSTALL,Skip Install,"If enabled, don't install built products even if deployment locations are active."
SEPARATE_STRIP,,
ALTERNATE_PERMISSIONS_FILES,Alternate Permissions Files,"List of files to which the alternate owner, group and permissions are applied."
ALTERNATE_OWNER,Alternate Install Owner,The owner name or uid for the files listed under the [Alternate Permissions Files (ALTERNATE\_PERMISSIONS\_FILES)](itcaec37c2a6.html#dev40b8becae) setting.
ALTERNATE_GROUP,Alternate Install Group,The group name or gid for the files listed under the [Alternate Permissions Files (ALTERNATE\_PERMISSIONS\_FILES)](itcaec37c2a6.html#dev40b8becae) setting.
ALTERNATE_MODE,Alternate Install Permissions,Permissions used for the files listed under the [Alternate Permissions Files (ALTERNATE\_PERMISSIONS\_FILES)](itcaec37c2a6.html#dev40b8becae) setting.
TEST_HOST,Test Host,Path to the executable into which a bundle of tests is injected. Only specify this setting if testing an application or other executable.
TREAT_MISSING_BASELINES_AS_TEST_FAILURES,Treat missing baselines as test failures,"When running tests that measure performance via `XCTestCase`, report missing baselines as test failures."
EXCLUDED_SOURCE_FILE_NAMES,Excluded Source File Names,"A list of patterns (as defined by `fnmatch(3)`) specifying the names of source files to explicitly _exclude_ when processing the files in the target's build phases (see also [Included Source File Names (INCLUDED\_SOURCE\_FILE\_NAMES)](itcaec37c2a6.html#dev278eb3050)). This setting can be used to define complex filters for which files from the phase should be built in response to other build settings; for example, a value of `*.$(CURRENT_ARCH).c` could serve to exclude particular files based on the architecture being built."
INCLUDED_SOURCE_FILE_NAMES,Included Source File Names,"A list of patterns (as defined by `fnmatch(3)`) specifying the names of source files to explicitly _include_ when processing the files in the target's build phases. This setting is only useful when combined with [Excluded Source File Names (EXCLUDED\_SOURCE\_FILE\_NAMES)](itcaec37c2a6.html#devd20926192), and can be used to define complex filters for which files from the phase should be built in response to other build settings."
MODULE_NAME,Module Identifier,This is the identifier of the kernel module listed in the generated stub. This is only used when building kernel extensions.
MODULE_VERSION,Module Version,This is the version of the kernel module listed in the generated stub. This is only used when building kernel extensions.
MODULE_START,Module Start Routine,This defines the name of the kernel module start routine. This is only used when building kernel extensions.
MODULE_STOP,Module Stop Routine,This defines the name of the kernel module stop routine. This is only used when building kernel extensions.
HOME,,
LOGNAME,,
PWD,,
SHELL,,
USER,,
METAL_LIBRARY_FILE_BASE,,
METAL_LIBRARY_OUTPUT_DIR,,
ARCHS,Architectures,"A list of the architectures for which the product will be built. This is usually set to a predefined build setting provided by the platform. If more than one architecture is specified, a universal binary will be produced."
ONLY_ACTIVE_ARCH,Build Active Architecture Only,"If enabled, only the active architecture is built. This setting will be ignored when building with a run destination which does not define a specific architecture, such as a 'Generic Device' run destination."
VALID_ARCHS,Valid Architectures,"A space-separated list of architectures for which the target should actually be built. For each target, this is intersected with the list specified in [Architectures (ARCHS)](itcaec37c2a6.html#devf0a9d5aca), and the resulting set is built. This allows individual targets to opt out of building for particular architectures. If the resulting set of architectures is empty, no executable will be produced."
EXCLUDED_ARCHS,,
ARCHS_STANDARD_32_64_BIT,,
ARCHS_STANDARD_32_BIT,,
ARCHS_STANDARD_64_BIT,,
SYMROOT,Build Products Path,"The path at which all products will be placed when performing a build. Typically this path is not set per target, but is set per-project or per-user. By default, this is set to `$(PROJECT_DIR)/build`."
OBJROOT,Intermediate Build Files Path,"The path where intermediate files will be placed during a build. Intermediate files include generated sources, object files, etc. Shell script build phases can place and access files here, as well. Typically this path is not set per target, but is set per project or per user. By default, this is set to `$(PROJECT_DIR)/build`."
LOCROOT,,
LOCSYMROOT,,
CONFIGURATION_BUILD_DIR,Per-configuration Build Products Path,"The base path where build products will be placed during a build for a given configuration. By default, this is set to `$(BUILD_DIR)/$(CONFIGURATION)`."
CONFIGURATION_TEMP_DIR,Per-configuration Intermediate Build Files Path,"The base path where intermediates will be placed during a build for a given configuration. By default, this is set to `$(PROJECT_TEMP_DIR)/$(CONFIGURATION)`."
MODULE_CACHE_DIR,,Absolute path of folder in which compiler stores its cached modules—this cache is a performance improvement.
BUILD_VARIANTS,Build Variants,"A list of the build variants of the linked binary that will be produced. By default, only the `normal` variant is produced. Other common values include `debug` and `profile`."
REEXPORTED_LIBRARY_INSTALL_NAMES,,
REEXPORTED_FRAMEWORK_INSTALL_NAMES,,
LIBRARY_FLAG_NOSPACE,,
LIBRARY_FLAG_PREFIX,,
SUPPORTS_TEXT_BASED_API,Supports Text-Based InstallAPI,"Enable to indicate that the target supports `Text-Based InstallAPI`, which will enable its generation during `install` builds."
GENERATE_TEXT_BASED_STUBS,Enable Text-Based Stubs Generation,Enables the generation of Text-Based stubs for dynamic libraries and frameworks.
CODE_SIGNING_ALLOWED,,
CODE_SIGN_IDENTITY,Code Signing Identity,"The name, also known as the _common name_, of a valid code-signing certificate in a keychain within your keychain path. A missing or invalid certificate will cause a build error."
CODE_SIGN_STYLE,Code Sign Style,"This setting specifies the method used to acquire and locate signing assets. Choose `Automatic` to let Xcode automatically create and update profiles, app IDs, and certificates. Choose `Manual` to create and update these yourself on the developer website."
DEVELOPMENT_TEAM,Development Team,The team ID of a development team to use for signing certificates and provisioning profiles.
PROVISIONING_PROFILE_SPECIFIER,Provisioning Profile,Must contain a profile name (or UUID). A missing or invalid profile will cause a build error. Use in conjunction with [Development Team (DEVELOPMENT\_TEAM)](itcaec37c2a6.html#dev186481df2) to fully specify provisioning profile.
OTHER_CODE_SIGN_FLAGS,Other Code Signing Flags,A list of additional options to pass to `codesign(1)`.
CODE_SIGN_ENTITLEMENTS,Code Signing Entitlements,The path to a file specifying code-signing entitlements.
CODE_SIGN_INJECT_BASE_ENTITLEMENTS,Code Signing Inject Base Entitlements,Automatically inject entitlements from the platform's BaseEntitlements.plist into the code signatures of executables.
CODE_SIGN_LOCAL_EXECUTION_IDENTITY,,
ENABLE_HARDENED_RUNTIME,Enable Hardened Runtime,Enable hardened runtime restrictions.
ENTITLEMENTS_DESTINATION,,
EMBEDDED_PROFILE_NAME,,
PRODUCT_MODULE_NAME,Product Module Name,"The name to use for the source code module constructed for this target, and which will be used to import the module in implementation source files. Must be a valid identifier."
FULL_PRODUCT_NAME,,
APPLY_RULES_IN_COPY_HEADERS,Process Header Files,"Enabling this setting will cause all Public and Private headers in the target's Copy Headers build phase to be processed by build rules. This allows custom build rules to be defined to process these headers. Custom script rules can define their outputs relative to `HEADER_OUTPUT_DIR`, which will be provided to that script, taking the header visibility into account. The scripts are also passed `SCRIPT_HEADER_VISIBILITY` (""public"" or ""private""). Files that should not be processed by build rules may need to be moved to a Copy Files build phase when this setting is enabled."
DEFINES_MODULE,Defines Module,"If enabled, the product will be treated as defining its own module. This enables automatic production of LLVM module map files when appropriate, and allows the product to be imported as a module."
MODULEMAP_FILE,Module Map File,"This is the project-relative path to the LLVM module map file that defines the module structure for the compiler. If empty, it will be automatically generated for appropriate products when [Defines Module (DEFINES\_MODULE)](itcaec37c2a6.html#dev82471c743) is enabled."
MODULEMAP_PRIVATE_FILE,Private Module Map File,This is the project-relative path to the LLVM module map file that defines the module structure for private headers.
FRAMEWORK_VERSION,Framework Version,Framework bundles are versioned by having contents in subfolders of a version folder that has links to the current version and its contents.
DEVELOPMENT_ASSET_PATHS,Development Assets,Files and directories used only for development. Archive and install builds will exclude this content.
DSTROOT,Installation Build Products Location,"The path at which all products will be rooted when performing an install build. For instance, to install your products on the system proper, set this path to `/`. Defaults to `/tmp/$(PROJECT_NAME).dst` to prevent a _test_ install build from accidentally overwriting valid and needed data in the ultimate install path.

Typically this path is not set per target, but is provided as an option on the command line when performing an `xcodebuild install`. It may also be set in a build configuration in special circumstances."
STRIP_INSTALLED_PRODUCT,Strip Linked Product,"If enabled, the linked product of the build will be stripped of symbols when performing deployment postprocessing."
INSTALL_OWNER,Install Owner,The owner name or `uid` for installed products.
INSTALL_GROUP,Install Group,The group name or `gid` for installed products.
INSTALL_MODE_FLAG,Install Permissions,Permissions used for installed product files.
BUILD_STYLE,,
CONFIGURATION,,"Identifies the build configuration, such as `Debug` or `Release`, that the target uses to generate the product."
SRCROOT,,Identifies the directory containing the target’s source files.
SOURCE_ROOT,,
TEMP_ROOT,,
BUILD_ROOT,,
INSTALL_ROOT,,
PROJECT_DIR,,
BUILD_DIR,,
PROJECT_TEMP_ROOT,,
PROJECT_TEMP_DIR,,"Identifies the directory in which the project’s intermediate build files are placed. This directory is shared between all the targets defined by the project. Run Script build phases should generate intermediate build files in the directory identified by `DERIVED_FILE_DIR`, not the location this build setting specifies."
TEMP_DIR,,
OBJECT_FILE_DIR,,
CLASS_FILE_DIR,,
DERIVED_FILE_DIR,,
LOCALIZABLE_CONTENT_DIR,,
INSTALL_DIR,,Identifies the directory in the developer’s filesystem into which the *installed* product is placed.
PROJECT_DERIVED_FILE_DIR,,
SHARED_DERIVED_FILE_DIR,,
TARGET_BUILD_SUBPATH,,
BUILT_PRODUCTS_DIR,,"Identifies the directory under which all the product’s files can be found. This directory contains either product files or symbolic links to them. Run Script build phases can use the value of this build setting as a convenient way to refer to the product files built by one or more targets even when these files are scattered throughout a directory hierarchy (for example, when `DEPLOYMENT_LOCATION` is set to `YES`."
ENABLE_HEADER_DEPENDENCIES,,Specifies whether to automatically track dependencies on included header files.
PATH_PREFIXES_EXCLUDED_FROM_HEADER_DEPENDENCIES,,
TEMP_FILE_DIR,,
TEMP_FILES_DIR,,
DERIVED_SOURCES_DIR,,
NATIVE_ARCH,,Identifies the architecture on which the build is being performed.
NATIVE_ARCH_32_BIT,,
NATIVE_ARCH_64_BIT,,
NATIVE_ARCH_ACTUAL,,
DEBUGGING_SYMBOLS,,
PROFILING_CODE,,
KEXT_CFLAGS,,
KEXT_CPLUSPLUSFLAGS,,
CC,,
JAVA_COMPILER,,
JAVA_ARCHIVE_CLASSES,,
JAVA_ARCHIVE_TYPE,,
JAVA_APP_STUB,,
JAVA_JAR_FLAGS,,
JAVA_SOURCE_SUBDIR,,
JAVA_FRAMEWORK_RESOURCES_DIRS,,
JAVA_FRAMEWORK_JARS,,
JAVA_USE_DEPENDENCIES,,
JAVA_ZIP_FLAGS,,
CLONE_HEADERS,,
GCC_VERSION,Compiler for C/C++/Objective-C,"The compiler to use for C, C++, and Objective-C."
GCC3_VERSION,,
DEFAULT_COMPILER,,
MAC_OS_X_VERSION_MAX_ALLOWED,,
MAC_OS_X_VERSION_MIN_REQUIRED,,
HEADERMAP_INCLUDES_NONPUBLIC_NONPRIVATE_HEADERS,,
HEADERMAP_INCLUDES_FRAMEWORK_ENTRIES_FOR_ALL_PRODUCT_TYPES,,"Specifies whether the header map contains a framework-name/path entry for every header in the target being built, including targets that do not build frameworks."
HEADERMAP_INCLUDES_FLAT_ENTRIES_FOR_TARGET_BEING_BUILT,,Specifies whether the header map contains a name/path entry for every header in the target being built.
HEADERMAP_INCLUDES_PROJECT_HEADERS,,"Specifies whether the header map contains a name/path entry for every header in the project, regardless of the headers’ target membership."
HEADERMAP_USES_FRAMEWORK_PREFIX_ENTRIES,,
HEADERMAP_USES_VFS,,
BUNDLE_CONTENTS_FOLDER_PATH,,
BUNDLE_CONTENTS_FOLDER_PATH_deep,,
BUNDLE_EXECUTABLE_FOLDER_PATH,,
BUNDLE_EXECUTABLE_FOLDER_NAME_deep,,
BUNDLE_PUBLIC_HEADERS_FOLDER_PATH,,
BUNDLE_PRIVATE_HEADERS_FOLDER_PATH,,
BUNDLE_FRAMEWORKS_FOLDER_PATH,,
BUNDLE_PLUGINS_FOLDER_PATH,,
LLVM_TARGET_TRIPLE_OS_VERSION,,
LLVM_TARGET_TRIPLE_VENDOR,,
LLVM_TARGET_TRIPLE_SUFFIX,,
SWIFT_PLATFORM_TARGET_PREFIX,,
USE_LLVM_TARGET_TRIPLES,,
USE_LLVM_TARGET_TRIPLES_FOR_CLANG,,
USE_LLVM_TARGET_TRIPLES_FOR_LD,,
USE_LLVM_TARGET_TRIPLES_FOR_TAPI,,
COMPILER_INDEX_STORE_ENABLE,Enable Index-While-Building Functionality,Control whether the compiler should emit index data while building.
REZ_EXECUTABLE,,
APPLICATION_EXTENSION_API_ONLY,Require Only App-Extension-Safe API,"When enabled, this causes the compiler and linker to disallow use of APIs that are not available to app extensions and to disallow linking to frameworks that have not been built with this setting enabled."
COPY_HEADERS_RUN_UNIFDEF,Run unifdef on Product Headers,"If enabled, headers are run through the `unifdef(1)` tool when copied to the product."
COPY_HEADERS_UNIFDEF_FLAGS,Unifdef Flags for Product Headers,Specifies the flags to pass to `unifdef(1)` when invoking that tool to copy headers. This setting has no effect unless [Run unifdef on Product Headers (COPY\_HEADERS\_RUN\_UNIFDEF)](itcaec37c2a6.html#devc2606cc19) is enabled.
INSTALLHDRS_COPY_PHASE,Perform Copy Files Phases During `installhdrs`,Specifies whether the target’s Copy Files build phases are executed in `installhdr` builds.
INSTALLHDRS_SCRIPT_PHASE,Perform Shell Script Phases During `installhdrs`,Specifies whether the target’s Run Script build phases are executed in `installhdr` builds. See [Active Build Action (ACTION)](itcaec37c2a6.html#dev9697f81df) for details on `installhdr` builds.
ENABLE_TESTABILITY,Enable Testability,"When this setting is activated, the product will be built with options appropriate for running automated tests, such as making private interfaces accessible to the tests. This may result in tests running slower than they would without testability enabled."
ENABLE_TESTING_SEARCH_PATHS,Enable Testing Search Paths,Specifies whether the build system should add the search paths necessary for compiling and linking against XCTest. This setting is enabled by default if the target is a unit test target or if the target explicitly links to the XCTest framework.
BUILD_LIBRARY_FOR_DISTRIBUTION,Build Libraries for Distribution,"Ensures that your libraries are built for distribution. For Swift, this enables support for library evolution and generation of a module interface file."
LOCALIZED_STRING_MACRO_NAMES,Localized String Macro Names,"The base names for NSLocalizedString-like macros or functions used to produce localized strings in source code. The default base names of NSLocalizedString and CFCopyLocalizedString are always considered, even if this setting is empty."
LOCALIZED_STRING_SWIFTUI_SUPPORT,Localized String Swift UI Support,"When enabled, literal strings passed to the Text() initializer from Swift UI will be extracted during localization export."
BUILD_ACTIVE_RESOURCES_ONLY,,
ENABLE_ON_DEMAND_RESOURCES,Enable On Demand Resources,"If enabled, tagged assets—files and asset catalog entries—are built into asset packs based on their combination of tags. Untagged resources are treated normally."
EMBED_ASSET_PACKS_IN_PRODUCT_BUNDLE,Embed Asset Packs In Product Bundle,"Embed all the built asset packs inside the product bundle. Since this negates the performance benefits of the On Demand Resources feature, it is only useful for testing purposes when it isn't practical to use an asset pack server."
ON_DEMAND_RESOURCES_INITIAL_INSTALL_TAGS,On Demand Resources Initial Install Tags,Defined a set of initial On Demand Resources tags to be downloaded and installed with your application.
ON_DEMAND_RESOURCES_PREFETCH_ORDER,On Demand Resources Prefetch Order,"Once your app is installed, this defined a set of On Demand Resources tags that should be downloaded. These tags are downloaded after the initial installation of your application, and will be downloaded in the order the tags provided in the list from first to last."
ASSET_PACK_MANIFEST_URL_PREFIX,Asset Pack Manifest URL Prefix,"If set to anything other than the empty string, every URL in the `AssetPackManifest.plist` file will consist of this string with the name of the asset pack appended. If not set, the URLs in the `AssetPackManifest.plist` will be formed as appropriate for the build location of the asset packs. The prefix string is not escaped or quoted in any way, so any necessary escaping must be part of the URL string. This setting affects only URLs in the `AssetPackManifest.plist` file — it does not affect where asset packs are built in the local file system."
WRAP_ASSET_PACKS_IN_SEPARATE_DIRECTORIES,,
VALIDATE_WORKSPACE,Validate Workspace,"If enabled, perform validation checks on the workspace configuration as part of the build process."
